gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species
HHIP,64399,ENSG00000164161,HHIP,64399,ENSG00000164161,64399,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
KIF7,374654,ENSG00000166813,KIF7,374654,ENSG00000166813,374654,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
PTCH1,5727,ENSG00000185920,PTCH1,5727,ENSG00000185920,5727,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
PTCH2,8643,ENSG00000117425,PTCH2,8643,ENSG00000117425,8643,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
SMO,6608,ENSG00000128602,SMO,6608,ENSG00000128602,6608,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
SUFU,51684,ENSG00000107882,SUFU,51684,ENSG00000107882,51684,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT1,7471,ENSG00000125084,WNT1,7471,ENSG00000125084,7471,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT10A,80326,ENSG00000135925,WNT10A,80326,ENSG00000135925,80326,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT10B,7480,ENSG00000169884,WNT10B,7480,ENSG00000169884,7480,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT16,51384,ENSG00000002745,WNT16,51384,ENSG00000002745,51384,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT2,7472,ENSG00000105989,WNT2,7472,ENSG00000105989,7472,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT2B,7482,ENSG00000134245,WNT2B,7482,ENSG00000134245,7482,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT3,7473,ENSG00000108379,WNT3,7473,ENSG00000108379,7473,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT3A,89780,ENSG00000154342,WNT3A,89780,ENSG00000154342,89780,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT4,54361,ENSG00000162552,WNT4,54361,ENSG00000162552,54361,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT5A,7474,ENSG00000114251,WNT5A,7474,ENSG00000114251,7474,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT5B,81029,ENSG00000111186,WNT5B,81029,ENSG00000111186,81029,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT6,7475,ENSG00000115596,WNT6,7475,ENSG00000115596,7475,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT7A,7476,ENSG00000154764,WNT7A,7476,ENSG00000154764,7476,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT7B,7477,ENSG00000188064,WNT7B,7477,ENSG00000188064,7477,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT8A,7478,ENSG00000061492,WNT8A,7478,ENSG00000061492,7478,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT8B,7479,ENSG00000075290,WNT8B,7479,ENSG00000075290,7479,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT9A,7483,ENSG00000143816,WNT9A,7483,ENSG00000143816,7483,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
WNT9B,7484,ENSG00000158955,WNT9B,7484,ENSG00000158955,7484,M47372,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: PTCH1* // SMO -> (SUFU+KIF7) // GLI => (BMP2/4,HHIP,GLI1,PTCH,WNT)",HS,,,N00010,https://www.kegg.jp/entry/N00010,2026.1.Hs,HS
ADCY1,107,ENSG00000164742,ADCY1,107,ENSG00000164742,107,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY2,108,ENSG00000078295,ADCY2,108,ENSG00000078295,108,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY3,109,ENSG00000138031,ADCY3,109,ENSG00000138031,109,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY4,196883,ENSG00000129467,ADCY4,196883,ENSG00000129467,196883,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY5,111,ENSG00000173175,ADCY5,111,ENSG00000173175,111,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY6,112,ENSG00000174233,ADCY6,112,ENSG00000174233,112,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY7,113,ENSG00000121281,ADCY7,113,ENSG00000121281,113,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY8,114,ENSG00000155897,ADCY8,114,ENSG00000155897,114,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ADCY9,115,ENSG00000162104,ADCY9,115,ENSG00000162104,115,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ATF2,1386,ENSG00000115966,ATF2,1386,ENSG00000115966,1386,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ATF4,468,ENSG00000128272,ATF4,468,ENSG00000128272,468,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
ATF6B,1388,ENSG00000213676,ATF6B,1388,ENSG00000213676,1388,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB1,1385,ENSG00000118260,CREB1,1385,ENSG00000118260,1385,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB3,10488,ENSG00000107175,CREB3,10488,ENSG00000107175,10488,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB3L1,90993,ENSG00000157613,CREB3L1,90993,ENSG00000157613,90993,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB3L2,64764,ENSG00000182158,CREB3L2,64764,ENSG00000182158,64764,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB3L3,84699,ENSG00000060566,CREB3L3,84699,ENSG00000060566,84699,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB3L4,148327,ENSG00000143578,CREB3L4,148327,ENSG00000143578,148327,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CREB5,9586,ENSG00000146592,CREB5,9586,ENSG00000146592,9586,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
GNAI1,2770,ENSG00000127955,GNAI1,2770,ENSG00000127955,2770,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
GNAI2,2771,ENSG00000114353,GNAI2,2771,ENSG00000114353,2771,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
GNAI3,2773,ENSG00000065135,GNAI3,2773,ENSG00000065135,2773,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
POMC,5443,ENSG00000115138,POMC,5443,ENSG00000115138,5443,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
PRKACA,5566,ENSG00000072062,PRKACA,5566,ENSG00000072062,5566,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
PRKACB,5567,ENSG00000142875,PRKACB,5567,ENSG00000142875,5567,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
PRKACG,5568,ENSG00000165059,PRKACG,5568,ENSG00000165059,5568,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
RASD1,51655,ENSG00000108551,RASD1,51655,ENSG00000108551,51655,M47519,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: RASD1* // GNAI // ADCY -> cAMP -> PKA -> CREB -> ACTH,HS,,,N00325,https://www.kegg.jp/entry/N00325,2026.1.Hs,HS
CSF1R,1436,ENSG00000182578,CSF1R,1436,ENSG00000182578,1436,M49024,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RUNX1* // (CSF1R,MPO,CSF2,IL3)",HS,,,N00116,https://www.kegg.jp/entry/N00116,2026.1.Hs,HS
CSF2,1437,ENSG00000164400,CSF2,1437,ENSG00000164400,1437,M49024,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RUNX1* // (CSF1R,MPO,CSF2,IL3)",HS,,,N00116,https://www.kegg.jp/entry/N00116,2026.1.Hs,HS
IL3,3562,ENSG00000164399,IL3,3562,ENSG00000164399,3562,M49024,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RUNX1* // (CSF1R,MPO,CSF2,IL3)",HS,,,N00116,https://www.kegg.jp/entry/N00116,2026.1.Hs,HS
MPO,4353,ENSG00000005381,MPO,4353,ENSG00000005381,4353,M49024,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RUNX1* // (CSF1R,MPO,CSF2,IL3)",HS,,,N00116,https://www.kegg.jp/entry/N00116,2026.1.Hs,HS
RUNX1,861,ENSG00000159216,RUNX1,861,ENSG00000159216,861,M49024,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RUNX1_TO_TRANSCRIPTION,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: RUNX1* // (CSF1R,MPO,CSF2,IL3)",HS,,,N00116,https://www.kegg.jp/entry/N00116,2026.1.Hs,HS
CYCS,54205,ENSG00000172115,CYCS,54205,ENSG00000172115,54205,M47751,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_SIGMAR1_TO_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: SIGMAR1* -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01151,https://www.kegg.jp/entry/N01151,2026.1.Hs,HS
ITPR1,3708,ENSG00000150995,ITPR1,3708,ENSG00000150995,3708,M47751,KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_SIGMAR1_TO_CA2_APOPTOTIC_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: SIGMAR1* -> ITPR -> Ca2+ -- MCU -> Ca2+(mito) -- MPTP -> CYCS,HS,,,N01151,https://www.kegg.jp/entry/N01151,2026.1.Hs,HS
