gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species
SOS2,6655,ENSG00000100485,SOS2,6655,ENSG00000100485,6655,M47593,KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: X -> SRC -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK -> ELK1,HS,,,N00540,https://www.kegg.jp/entry/N00540,2026.1.Hs,HS
SRC,6714,ENSG00000197122,SRC,6714,ENSG00000197122,6714,M47593,KEGG_MEDICUS_PATHOGEN_HBV_HBX_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: X -> SRC -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK -> ELK1,HS,,,N00540,https://www.kegg.jp/entry/N00540,2026.1.Hs,HS
ARAF,369,ENSG00000078061,ARAF,369,ENSG00000078061,369,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
BRAF,673,ENSG00000157764,BRAF,673,ENSG00000157764,673,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
FOS,2353,ENSG00000170345,FOS,2353,ENSG00000170345,2353,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,3725,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
MAP2K1,5604,ENSG00000169032,MAP2K1,5604,ENSG00000169032,5604,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
MAP2K2,5605,ENSG00000126934,MAP2K2,5605,ENSG00000126934,5605,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
MAPK1,5594,ENSG00000100030,MAPK1,5594,ENSG00000100030,5594,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
MAPK3,5595,ENSG00000102882,MAPK3,5595,ENSG00000102882,5595,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
PRKCA,5578,ENSG00000154229,PRKCA,5578,ENSG00000154229,5578,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
PRKCB,5579,ENSG00000166501,PRKCB,5579,ENSG00000166501,5579,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
PRKCG,5582,ENSG00000126583,PRKCG,5582,ENSG00000126583,5582,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
RAF1,5894,ENSG00000132155,RAF1,5894,ENSG00000132155,5894,M47597,KEGG_MEDICUS_PATHOGEN_HBV_LHBS_TO_PKC_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: S -> PKC -> RAF -> MEK -> ERK -> AP1,HS,,,N00547,https://www.kegg.jp/entry/N00547,2026.1.Hs,HS
ARAF,369,ENSG00000078061,ARAF,369,ENSG00000078061,369,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
BRAF,673,ENSG00000157764,BRAF,673,ENSG00000157764,673,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
GRB2,2885,ENSG00000177885,GRB2,2885,ENSG00000177885,2885,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
HRAS,3265,ENSG00000174775,HRAS,3265,ENSG00000174775,3265,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
KRAS,3845,ENSG00000133703,KRAS,3845,ENSG00000133703,3845,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
MAP2K1,5604,ENSG00000169032,MAP2K1,5604,ENSG00000169032,5604,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
MAP2K2,5605,ENSG00000126934,MAP2K2,5605,ENSG00000126934,5605,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
MAPK1,5594,ENSG00000100030,MAPK1,5594,ENSG00000100030,5594,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
MAPK3,5595,ENSG00000102882,MAPK3,5595,ENSG00000102882,5595,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
NRAS,4893,ENSG00000213281,NRAS,4893,ENSG00000213281,4893,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
PDGFRA,5156,ENSG00000134853,PDGFRA,5156,ENSG00000134853,5156,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
PDGFRB,5159,ENSG00000113721,PDGFRB,5159,ENSG00000113721,5159,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
RAF1,5894,ENSG00000132155,RAF1,5894,ENSG00000132155,5894,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
SOS1,6654,ENSG00000115904,SOS1,6654,ENSG00000115904,6654,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
SOS2,6655,ENSG00000100485,SOS2,6655,ENSG00000100485,6655,M47535,KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK,HS,,,N00386,https://www.kegg.jp/entry/N00386,2026.1.Hs,HS
ITGAV,3685,ENSG00000138448,ITGAV,3685,ENSG00000138448,3685,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
ITGB3,3690,ENSG00000259207,ITGB3,3690,ENSG00000259207,3690,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
RAC1,5879,ENSG00000136238,RAC1,5879,ENSG00000136238,5879,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
RAC2,5880,ENSG00000128340,RAC2,5880,ENSG00000128340,5880,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
RAC3,5881,ENSG00000169750,RAC3,5881,ENSG00000169750,5881,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
RHOA,387,ENSG00000067560,RHOA,387,ENSG00000067560,387,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
SRC,6714,ENSG00000197122,SRC,6714,ENSG00000197122,6714,M47538,KEGG_MEDICUS_PATHOGEN_HCMV_GH_TO_ITGA_B_RHOA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: UL75 -> (ITGAV+ITGB3) -> SRC -> RAC -| RHOA,HS,,,N00394,https://www.kegg.jp/entry/N00394,2026.1.Hs,HS
ADCY1,107,ENSG00000164742,ADCY1,107,ENSG00000164742,107,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY2,108,ENSG00000078295,ADCY2,108,ENSG00000078295,108,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY3,109,ENSG00000138031,ADCY3,109,ENSG00000138031,109,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY4,196883,ENSG00000129467,ADCY4,196883,ENSG00000129467,196883,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY5,111,ENSG00000173175,ADCY5,111,ENSG00000173175,111,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY6,112,ENSG00000174233,ADCY6,112,ENSG00000174233,112,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY7,113,ENSG00000121281,ADCY7,113,ENSG00000121281,113,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY8,114,ENSG00000155897,ADCY8,114,ENSG00000155897,114,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ADCY9,115,ENSG00000162104,ADCY9,115,ENSG00000162104,115,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ATF2,1386,ENSG00000115966,ATF2,1386,ENSG00000115966,1386,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ATF4,468,ENSG00000128272,ATF4,468,ENSG00000128272,468,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
ATF6B,1388,ENSG00000213676,ATF6B,1388,ENSG00000213676,1388,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
CREB1,1385,ENSG00000118260,CREB1,1385,ENSG00000118260,1385,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
CREB3,10488,ENSG00000107175,CREB3,10488,ENSG00000107175,10488,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
CREB3L1,90993,ENSG00000157613,CREB3L1,90993,ENSG00000157613,90993,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
CREB3L2,64764,ENSG00000182158,CREB3L2,64764,ENSG00000182158,64764,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
CREB3L3,84699,ENSG00000060566,CREB3L3,84699,ENSG00000060566,84699,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
CREB3L4,148327,ENSG00000143578,CREB3L4,148327,ENSG00000143578,148327,M47553,KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNAI_AC_PKA_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: UL33 -> (GNAI,GNAO) -| ADCY -> cAMP -> PKA -> CREB",HS,,,N00412,https://www.kegg.jp/entry/N00412,2026.1.Hs,HS
